001c4901c779	Roz			
001c89d2afc6	Marvin			
001c96d0a795	Balloonhead			
001cd61a3ddf	Moohead			
001d1649aae2	Daxx			
001f1c34d5fe	Factor6			
001f291556e9	Doom			
001fa0391b51	DWB			
002052e2c748	Panik			
0020d6f07ff4	The Assassin~Virgill			
0020f8575c12	Xerxes			
00214c18f69a	Gianluca Gaiba			
0021dd5f50ab	DSX Design			
0021ec58b98e	DNA-Groove			
0021ef830360	Wonder			
0022016c0a9b	Anthony			
002269653a30	Charon			
0022a2dd70b1	Liszt			
0022b549ccf7	Psyche			
002374a9888a	Smaug			
00237cac39db	Chipper			
00245e515f15	Sinkro			
0024dbceb795	Cytron			
00250cb12ea3	Dasse			
0025c322b1b1	Metal Death			
00275d324b44	KB			
0027f7b7bc1f	Krii			
002834bb3479	Hardcore			
00287acb9612	Am-Fm			
00295467ec84	Repe			
0029a79e4948	Sonic			
0029dfbcdd34	Trashman			
0029eca7ea06	Demuc			
002a30949fdc	Melomaniac			
002a8a804859	Bent Byte			
002ae41a5a6b	Goeber			
002aebf8eb0c	Acheron			
002b1223edae	Ratbone			
002bea8b060d	Jazz			
002c0d8a9c32	Biboy			
002c5b92561a	Gin			
002cf6cb2948	Tim Wright			
002d8eab29f0	Estrayk			
002dad86a8b3	Falcon			
002df731c899	Roz			
002eaffd6aed	Slug			
002f340c6b8e	Lowrider			
002f6a03ae4c	Goto80			
003094e0eebc	Vinyl			
0030cc329c98	Draker			
0030cfda607e	Voyce			
0030e535183c	Hoffman			
0031733d7e70	ERK			
00317d401c18	Maf			
0031e5fc2e75	Beathawk			
003224725431	The Fox			
00325ed0cbdf	Substance			
003280a808f3	Belgian New Beat Boys			
00328ec02b17	M. Steinwachs			
0032a796f37a	Mark Salud			
0033a9c3101e	Serpent			
0034022728f9	JCH			
003433e35ab5	The Man Machine			
0034812e03ef	Neuroflip			
003483dc3d47	Hydra			
00348f5e6c92	Miracle Man			
0034ada1866b	HyperUnknown			
0034d48b6e80	Sven Plysch			
00358bd8eccd	Shrine			
0036c2e2a8cb	Mr. Eject			
0036dba166fe	Radich			
0036e1a45aa5	Pete			
0036efc760b7	Vacum			
00371c8f948b	Pyc			
00371d93ec37	Raptor			
003814a948f4	Beek			
003869be5dcf	Maze~hukka			
00388f335e00	Mefis			
0038992cd085	Xerxes			
00396de8c953	Fredius Darde			
003b236997ed	TCD			
003bb4621dfc	Kiwi			
003c992f139f	Haze			
003cea0ac650	Conroy~Trump			
003cf0467acf	Luguber			
003d6b10bb88	Linus			
003db4bc1bf6	Beek			
003dba607146	Tranzic			
003e3bdb8633	Roma			
003e6a2830cc	TZX			
003f3027adf7	ADKD			
003f67e0e9f5	Necros			
0040001dd66c	Roz			
00400e162ae8	Sinatra			
00401a099378	Dead Snake			
0041ba0d537c	GT			
004340d8fba1	4-Mat			
00436e8bcdc6	Bolleke			
0043a244f513	Mortimer Twang			
0043bfc42405	Dark Freddy			
0043d0d65f97	Glorfindel~Morgoth			
0045ae7d3eec	Nitro			
0045df613134	Stamen			
00461fbf60f5	BakedFred			
004627aaa180	Maf			
0046bd12bf59	Future Assassin			
004711b78031	DJ Criss			
0047137f840d	D.A.N.			
00487bd4ac2a	Jogeir Liljedahl			
0048ce680ac5	AKA			
0048d916bb4c	Revisq			
0048e8f00643	Evrimsson			
004923674767	Liam the Lemming			
004946f19e5a	Manwe~Real			
0049e1afb1db	Marc			
004a365ea8a1	M-Litz			
004a9fafa1f5	GTK			
004acbdc54d0	WillBe			
004ad68ecafe	Djengis Khan			
004b5d7c6d3c	Dano			
004b5ffb9807	IQ-Zar			
004b750bf657	Yozfitz			
004b7fd40bf0	Blair Zuppicich			
004bde69d9fa	Linde~Random			
004c1dc13a6a	Marshal Law			
004c6f559769	Metal			
004c831fa2c6	Rizla			
004c8a1295b6	Tommy			
004e4d4c121a	Cals'n			
004e5b5ff7a0	Pyxis			
004eab655601	The Hooligan			
004f17fa9b08	Conan			
004fe3bd8724	Lakeee			
0050e02c9edc	Gammis			
0050e73fd76b	Zodiak			
0051f6711613	Mark Salud			
00521bbe1657	Rascal			
0052318b9226	The Farmer			
0052a1e7be54	Deejay Jones			
00539dfb977e	Curt Cool			
0053feac073f	Katani			
00540efbde5c	Dr. Pepper			
00549897ac14	Darkman007			
0054c0405495	JPM			
00551fbcaebf	Zalza			
00554b4c1353	M-Litz			
0055c9813f7b	The Gabber DJ			
0056163bc980	Menthos			
00564fdc7624	Shad			
0057564a62e5	Traven			
0057962ac96b	Andemar			
0057af2f1711	Mildewy			
0057d15bb839	Curt Cool			
0057f3042a8b	Mosez			
00596a7fe69d	Timer			
00597c96da22	hukka			
005a9bf0dcc5	Hille			
005b3254f222	The Fox II			
005ba05bf3fc	Voyce			
005c87ea84af	Nula			
005ce12d9b2e	Andrzej Kidaj			
005cf6031f28	Alien			
005d18f89070	Vulture			
005d3968999b	Neurotix			
005e0de004f8	Scorpik			
005ea060a69e	Dr. Awesome			
005ec9763119	Ginseng			
005f100bbe37	Brainstorm			
005f670db8a1	Waka X			
005fc3066d05	Jugi			
005ff199e2f4	doh			
0060075f0710	Apollon			
00603bb92401	DJBrill			
00605c0f5e2b	Crescendo			
0060a5d9e87b	RePLaY			
0060b75e414d	Eagle			
006136a278d3	Reaver			
00614c1e30c4	Rastaman			
00624730b26d	Heatbeat			
0062bf959892	Groo			
0063556abb71	Dubmood			
0064b37f30ca	Pirate Pete			
0065254aeb3c	Unix			
0065755bc4b6	doh			
0065aa15dd13	Hille			
0066160b464f	Maniac			
00662807ec65	Traven			
00665e3af646	Cloud			
0066cba59ba2	Steel			
006705d5c250	Dan			
006783e2ca41	MC Merlin			
006828b95b6c	Excell			
00686998ce1c	Sphinx			
00692108418b	Hazel			
00694c63d61c	Dr. Doom			
0069d555c1b7	Humanoid			
006a5a5ad95d	Mildewy			
006a69354af5	The Hooligan			
006a70e8787a	Leviathan			
006a7131e600	16-Beat			
006aa933b25f	Pseudaxos			
006c9c75ffed	Eliss-D			
006d39677ccc	Killer Kid			
006d63f69afb	BC			
006d6efc7d69	Otton			
006d9a173633	Jellybean			
006dc97c3a7e	Cope			
006decb728a6	Qual I			
006e675e77da	Nosferatu			
006ec2ff19bd	Baroque			
006ee13f734a	Pierpaolo di Maio~Tiziano Capiello			
006efa5e09f5	Eagle			
006f0500dcba	Kure			
006f06b2efa2	Sleipner			
006f594cd16d	Nebula			
007040d5965d	Mikro			
00706bdf3ee1	Ass Attack			
0070c4d0d1d1	ADKD			
0070dfce9faa	Damien			
007111f52f5c	CONS			
00714acb66f1	Beatmaster			
007220c63008	Brainiac			
0072a3825ac8	Old Fart			
0072bfda8312	Terminal Storm			
0072c6a4110f	Steffo			
0072e49c6351	Racoon			
007359a619ae	Dr. Awesome			
00742ac4487e	Phil Marlowe			
00743f8e3d4a	Siudym			
0074472307f9	Al Lansley			
00751756fdbe	Alexel			
0075f2e78a0d	GTO			
00764f918999	Judge			
007675117c9b	Don Cato			
0076ab82ad27	Maf			
0076f3b952ac	Marvin			
007755472591	Skip			
0077897e8162	Blair Zuppicich			
00778f7e4b09	XTD			
0077e232bfd3	Deathlok			
007803b7a0a2	Rastaman			
00787e5ac9e5	Allister Brimble			
007897690e5c	Echo			
00793e8cc568	Reptile~Sky			
007a049e3426	Am-Fm			
007a2428f19d	Bernd Aichinger~Mark Wittmann			
007a47d484b2	Matths			
007a4e28c915	Fraser Macdonald			
007caa970edb	Pat			
007d3f1a04d7	Sparehead 3			
007dbf17ab2d	Snotty			
007e2e8a04b4	DTrax			
007eb616166c	Estrayk			
007eb92a03bb	Myron			
007f2dd09940	Juicy			
007f5bf4d66b	Jakim			
007f668691d8	HTM			
0080f6aad6ff	AnakiR~DF0: BAD			
00813bb1f679	Roger			
0081b88675e2	BC			
0083667ad26f	Develin			
0083946c6abe	Marvin			
0083fbe74b28	Deelite			
008435f79dc1	Doug Lampe			
00846eafc57d	Yogi			
008523c4240f	Mantis			
00853c1a9b7c	Dreamer			
0085f479e898	Cydrone			
00864a2c6e58	AKA			
00865fe554d5	Dreamer			
008688dce30d	Weirdo			
0086927ca9ce	Peter Salomonsen			
0086f85a17ac	Pixie			
00870d82290c	Jazz			
008735630c63	Matt Furniss			
0088323255f9	Wolfgang 1			
0088392460a7	Moby			
0088e0f0bb0f	Adrian Cummings			
00897c41d471	Mamamiga			
0089e9505954	Wonder Boy			
008abfb68462	Gladiator			
008bd4a2b18d	Voyce			
008c1e34af9c	Speedball			
008dd01fa559	The Boss			
008e647c462f	Lone Wolf			
008ef0081f3a	Evrimsson			
008f531bcfb7	TCD			
008f647cea76	Exhibit A			
00902b53c900	Hoffman			
009030010e8d	Coma			
009051e49ab6	ADKD			
009144aed505	Omri			
0091791bb3ed	Amiga Junglism			
0091e652b7f9	Rambones			
00924ab9a36e	D-Voodoo			
009255c1da86	Anvlks			
0093581d003b	Trafo			
0093c7444d40	Superted			
0093dff61f88	Capricorn			
009409b5e580	DSP			
009491e4fc58	DJ Cygnus			
0094fbc1e3c6	Jama			
00952c1d811b	Pink			
009574a12552	Daxx			
0095878708de	Paledeth			
0095bd3d5aeb	Farmor			
0095c3e82141	Zaprod			
0095cfe379a1	Deelite			
0095eee23d6b	JosSs			
0095f910c3d9	Kure			
00961ae62b76	Magnetic-Fox			
009629eba531	Houseshaker			
009666839848	MaXyM			
0096c5bc1761	Screamager			
0096d50bad34	Nhawk			
0096e16814f8	Psychotron			
0096f5bf56ba	tEr			
0097a07eb1de	Mexy			
0097cb1ea88f	Delorean			
00989654a778	Maktone			
009913dd1ef7	Ragoon			
00999be948e6	Teel			
0099c13e006e	Kitsune			
009a57c1b977	Juen			
009ac93284f5	Trip			
009b008daffa	Skimmer			
009b1ed54d02	Wolk			
009c0fafc515	Lepra			
009cafff3e40	dIáBLo			
009df0edfa32	Observer			
009e12dbb113	Seventh Sky			
009e17cd2ad9	Mark Salud			
009ea7aae413	Hextronix			
009f122d01ea	Tetrachord			
009f441f4653	Speedvicio			
009fb0c8bb4f	Revisq~White Bear			
00a03c339bdd	Gulligull			
00a0fec7d8ab	Househakker			
00a11e49503e	Mantronix			
00a186f8ac71	Stéphane Picq			
00a2856dd9b3	The Hooligan			
00a294cc4ad3	Mike the Revolution			
00a2a0c947a3	Allister Brimble			
00a40182cedc	Mermaid			
00a42fbc4103	Merlin M!			
00a51ef4cf32	Oxide			
00a5fa4b2307	The Meanace			
00a6e37bcbc7	Expert			
00a7bf713c5e	Substance			
00a7f01e36a6	Hifi			
00a883f71b52	d-Zire			
00a888a904ff	Myzer			
00a897301f87	Shadow			
00a8f7337a93	Mike			
00a9f338baa2	Swaxi			
00a9fabca363	Pinion			
00aa8d6aad6a	Skinner			
00ab0659f982	Matrix			
00ab225f0bf2	Fabio Cortese			
00ab51d02601	Hillie			
00ab9434c999	Splattered Mind			
00ac81b8efa8	Black Shadow			
00ac85ef351e	MOT			
00ac9914b115	4-Mat			
00acab63b573	Trooper of Doom			
00acd52d7c53	Mush~Soundy			
00ad2976b72c	Dizzy Tunes			
00ad3ddc181d	Ijon Tichy			
00ad7ba01c4b	Music Man			
00adf4bbfa3f	Danko			
00ae2f245f43	Praedor			
00ae92acdbdc	Lucifer~Woober			
00aee909e26e	Rav			
00aee93f3a9c	The Hooligan			
00af361acfcf	Jam~Spoon			
00afbaf24ce0	Leon			
00b00e1b34ce	Prob			
00b042f3aeec	Darkranger			
00b1c8460701	Ilke			
00b27b512014	Volton			
00b27d19a915	Prymer~Screamager			
00b29726859b	The Judge			
00b297aa7d13	PAM			
00b2c0fc504a	Pyratronik			
00b2cd11bb73	Blo			
00b333e08934	Tsaca			
00b36ca2d10d	Joegi			
00b36fd8d352	Robyn			
00b3fb965424	Maak			
00b406bad9b3	Curt Cool			
00b4290509d5	Slayer			
00b548bfdb98	Solar			
00b59ee57072	Jaz			
00b5c60c4e28	Mortimer Twang			
00b60e709a78	Deetroy			
00b6e9df17b8	KsH			
00b78fe41831	Drax			
00b814c48fc3	Synesthesia			
00b8598a0835	Marvin			
00b85d4c4d4a	Marc			
00b96c46f77c	Stax			
00b9941d8f3a	Goreboy			
00b9c7d888db	Seq			
00bb221bc1f5	Grainger Oliff			
00bb2ef5af5b	Laxical			
00bb448cbf0a	Trex			
00bbfe23c49f	Lawb			
00bc4544cd2a	Exner			
00bc48a2c755	Michal Wilczynski			
00bcb636272c	Bartman			
00bcb95d1109	Zarathustra			
00bcbc8a71fa	Barry Leitch			
00bd163f3c7c	Mark Salud			
00bd16c6c0bd	Touldie			
00bf93b3429f	Citizen Cain			
00bfb24793d2	Contriver			
00bfe278e698	Ufo			
00c0b7706846	Evelred			
00c0b8aac105	Sadista			
00c115e77af8	Vegas			
00c1a29204cf	The Assassin			
00c21029b9f8	MUB			
00c2439248b6	Vegetablecalm			
00c28f2db8a1	Cyborg~Droid			
00c29df89ec9	Vision			
00c2b72a4be5	Gryzor			
00c2d40a173e	Purgatory			
00c33ecf0e23	Dan			
00c3f6e378a8	Contrast~Radar			
00c446cbeab2	JvK			
00c462318e0c	MOK			
00c671d89185	Deep Throat			
00c6ca11f86d	DJ Nick			
00c6f1fada9b	Moogle Charm			
00c77a406e5d	SQD			
00c830a99916	Qwan			
00c8e1a442ae	JosSs			
00c942f8725d	Powergen			
00c961b43066	Hex			
00c9cb72c212	Otis			
00ca9c187aaa	MacZacken Team			
00caaa977397	Cytron			
00cc5954cfdd	Fatality			
00cc7bbbf2f4	Dan			
00ccb331b605	Gimli			
00ccbe537271	Slaxx			
00ccefee687b	Elmer			
00cd400e629b	Dr. Gas			
00cd9b0cb08c	Hardfire			
00cdaf483a36	Virgill			
00cdbfd09bd4	Dan			
00cdf291e5ca	Manwe			
00ceafdc2ecb	Boogeyman			
00ceb0b551c6	Gladiator			
00cf114de585	Scyphe			
00cf4a4a0d1a	Twilight			
00cfa8913a33	DSX Design			
00d01a1af901	Daxx			
00d02349d3e6	Fennec			
00d0857d7772	Guybrush			
00d098f22234	FBY			
00d0c01e21b7	Lvnsk			
00d1c6b3296f	Lee Wright~Tim Wright			
00d20520ed6a	Duke			
00d27f02e98f	Krokar			
00d29338c4bb	Cosmic			
00d2c4bab3f8	Oleg Dunaev			
00d2dc2c3296	DJ Phantasy			
00d2f6062a47	Djengis Khan			
00d33c3be5f7	Mikee			
00d494334a4c	ZanaZac			
00d4e2e5aeb3	Turtle			
00d65fb23175	Q-Bass			
00d69dd62cd7	RepellantMold			
00d6d461532d	Danko			
00d75bd7a25a	Jerry			
00d7b46813f4	Cedyn			
00d924a291e8	DNA-Groove			
00da4adca2ba	Netpoet			
00da7a8ada8f	Omar			
00dae6242514	Hydra			
00db0e7f8b54	GMB			
00db1231ec45	Gurukiller			
00db8b6639b0	Spacebrain			
00dbb14323d9	Crayon~Wizard			
00dbf6c66bb2	Granny			
00dc249862ef	GTO			
00dc56c95e0c	Serpent			
00dcb2028271	Phuzzy Logik			
00dd4ed2aae2	Timer			
00de5382d453	Mahoney			
00df1e4091b6	Alpha			
00df28610c6d	Darren Wood			
00e089003996	Hotdogger~M. Gore			
00e0de822def	Guybrush			
00e105200d28	Mesonyx			
00e13d0ecbf0	GoLuigi			
00e1554757dd	Eko			
00e1c3c5afe7	Sergio DJ			
00e3006bddb0	Chrome			
00e40cae921b	Sly Spy			
00e4778bcb4d	DJKOR			
00e52339cf28	Neil Voss			
00e5b580c1be	The Hooligan			
00e5c05437e6	Basehead			
00e5f9e34ce0	XTD			
00e6660da47f	Glow			
00e686531948	Vincenzo			
00e68ebd6d67	Extacy			
00e6b5b4e6fa	BlakKhar			
00e6c933da2d	Voyager			
00e71612fb4e	Smeghead			
00e74b75a457	Interphace			
00e773ceedae	Toodeloo			
00e7a7cfd6a2	Covert Action Team [2 musicians]			
00e82a522775	Martyn			
00e8ce112e79	Mildewy			
00e9bb19e6bf	El Blanco			
00eaa866d5e4	Rage			
00eadc63c7de	Baz0fft			
00eaee4a13e2	MacLean			
00eafc99fddb	Nemtom			
00eb774f41c8	Stimpy			
00ebea92d7b1	Misanthropy			
00ec21aa7a21	BC			
00ec30e61204	Alien~GlueFoot			
00ec376d74e0	Neurodancer			
00ecf784f42a	M. Steinwachs			
00ed14204d5f	Count			
00ed17268658	Key G			
00ed6a4c0769	Melvyl			
00edc48a6343	Berny Meyer			
00eeff1aba8e	hukka			
00ef6ad39d82	Contriver			
00ef960432d5	Roberto Ricioppo			
00ef99aeccb4	Soundy			
00f04f37390d	Cruft			
00f179c6da8d	EVA			
00f1b97e15c0	Melin			
00f1d5baa4de	CONS			
00f27ecd2360	Deek~Marc Panther			
00f2935ff80a	Spin Dizzy			
00f29fdc5d71	Bacter~Saga Musix			
00f2baf5fc4a	Xenon			
00f3128c3c78	Cobolt			
00f33adde5bf	Radich			
00f3ad7d1c6b	Daze			
00f3b62c7b82	Balqazar			
00f3dfd45828	DJ3			
00f43859f7b8	Einstein			
00f51368b5ec	Bee Hunter			
00f5402a0987	Stainless Steel			
00f568af079f	Heatbeat			
00f59aeafaf5	Erekose			
00f5a66f063d	Jugi			
00f603aeb8e3	Prodigy			
00f68ccb80d2	Kovy			
00f730fa1bff	Purple Motion			
00f73aac9bfb	Riff-Raff			
00f7b671c400	Sadista			
00f87a7fbb15	Essential Sound			
00f89442b21f	Cavell			
00f8aeb013a5	STV			
00f8b22e5762	Lunatic			
00f8c64d3055	Accord			
00f936087808	Necron			
00f9571e0a23	PKK			
00f95d4bc0a2	Reflex			
00f9e779aa43	DJ Joge			
00fa2f8dcee0	6a2a9			
00fa724a043c	Dune			
00fb494b7cf8	Sparehead 3			
00fbbfb25ea9	Keith 303			
00fbd5595df3	Mark Salud			
00fbe7595c9e	DJT			
00fcf5a91b2e	Focus			
00fd21674d9e	Beat			
00fda6ca3188	Nivek			
00fdddc37f7d	Zealan			
00fe4369e8b1	Warlord			
010019b1f643	Michael			
010071695e95	Grogon			
0100e42dbfd1	Evrimsson			
0101ab427540	Cruft			
0101d56d8792	ADRDesign			
010292adc148	Bartman			
010293c485a9	Frequent			
0102bbb8713b	TWN			
0103ee2150f5	Mike Clarke			
01042c2e4124	ASP			
01050005ae61	Zalza			
0105d948067c	DarkXCeed~G-Day			
0105d96aa26c	Caramel			
0106ab8a56a6	Unison			
0106af937b8f	Midi Master			
0106d03867eb	Zombie			
0107282d833a	Pluks			
0107e1167295	Pseudolukian			
01085471bc8c	LiSU			
010899211263	Scarface			
0108b5f85590	HarZa			
01097373aa1b	Deetsay			
010975e02172	Cannibal			
010a1c60749d	Argh!			
010abee9ad61	Spaceman			
010b551f220b	MC Dreamer			
010b784bcaf4	Mark Salud			
010c0d10bed0	Dan			
010c1d9bfdbe	JC Digita			
010c61df689e	FBY			
010cc3035871	Walkman			
010d19231fc6	Croaker			
010e05c2530e	Sinny			
010e0a28764a	Mark Salud			
010e92033515	Liquid			
010f4c59904c	The Punisher			
010f656abcbe	Mark Salud			
010ff89c3a09	Juselius Maamies			
010ffc12edf5	Red Ribbon			
011104f1437c	NEtbuRNER			
011128c0334b	BlakKhar			
01116c890178	Reed			
01129c4dc1fe	Substance			
0112a9bb1e1a	Dave			
0112ec48a7db	Ari			
01134a591d8f	Mark Salud			
011364b56c40	Mr. Pingpong			
01139dc23d49	Brian Caos			
0114dcf40b71	Mermaid			
011526951e2d	Fermix			
0115aedee1a9	Cosmic			
0117145f61f1	Wave			
0117baca56b3	Contriver			
0117e4788444	Nagz			
0118680eb39c	Laz			
011868f737d4	Stephan Stoop			
0118eabc0884	Silvio Banzi			
01190726e49d	Trace			
01192ba3017b	Cybarite			
011954b93674	BabyDee			
01199adcfd45	GBR			
011a0d27f1fd	Denon			
011a3ff95e3d	Huezo			
011a5358e2d5	HyperUnknown			
011a5d4cd790	Watchman			
011a77e0529b	Mortimer Twang			
011aed72ef40	Wally			
011afd477fc8	Watchman			
011b50712de4	DJ Wekro			
011bea72378b	Lone Slonono			
011c1a83197e	Deelite			
011cb361c064	Def Base			
011d615951a4	Roberto Ricioppo			
011e4e0c0667	Dime			
011e9d9bdbb1	SiD			
011ec0e2c92f	Infant			
01202dd92835	SNoW			
0120afa6eb9a	Teo			
0120b845b7c8	Cybarite			
012136ee80b7	Floppi			
01213962c281	Vyger			
01219065e80c	Kenet			
01220a4d9042	Raster			
0122f111a162	Brainiac			
0122f1c1a474	Angus			
0123572c6bb0	TUSC			
012501cc0637	Sine			
012549dc0617	Von Rays			
01255ea84616	Helgis			
012579e2eb4e	Szudi			
0125ed1b0ad8	Eliss-D			
0126744c7416	Hawkeye			
0126a1877628	Peachy			
0127e724131d	Amadeus			
012887d79f5a	Beathoven			
0128a4e49e67	Manwe			
0128b7f347cf	Vivid			
012953c5b60d	Mindfuck			
0129871bd44c	Invader			
0129e1ed6426	Ahla			
012a3ace5a75	Talbot			
012a60e7cee8	Timer			
012a844d5620	Musaic			
012ad1cb8487	Norfair			
012ae1758cb0	Cobolt			
012b484ea9f6	Megarebel			
012b9f89dae9	WOTW			
012c55e5f21a	Relief			
012d2420d29a	XNI			
012dec4ef5ed	Essential Sound			
012df1e5096a	Doom			
012df6983204	Poison LT			
012e4d14b921	Shad			
01309e8039d0	Psycreator			
0130fc3cdcb9	Dusty			
0131c26d8bb2	Erekose~Monty			
0131cfee3ffc	MMM			
0131f733dd91	Ted Burning			
013237d132e3	Bibby			
01334b2ad89c	Ijon Tichy			
01337ef27a2d	HJE			
0133837172eb	NZO			
0133e45b337f	Slice			
01340e3c6259	Spaceman			
01349d9b35e0	Minder			
013531225a92	Wave			
01359f9ec9bb	Daze			
01364520f1a1	Romeo Knight			
0136647c0731	Knatten			
01367dd6c43c	Ijon Tichy			
0137108b4d44	Jorfen			
01382c158bda	Prob			
013897d27bbc	Absys			
0138eb184fe4	Switchblade			
01393213ccb3	Dalezy			
01399a708643	Crome			
013a7f430dd8	Rolling			
013ab1efcb32	Missing Organ			
013aee0b9c3f	Jozz			
013af0bb338a	Clawz			
013b126c8a52	Esko Lampala			
013bcfae108a	Jazz			
013c0c10b634	Prodigy			
013d268e083a	Cash			
013d26b480b3	RepellantMold			
013d6967d6db	Roberto Ricioppo			
013d7ac50931	Front 6			
013d9758ebe8	Braintumour~Heywood			
013dae397a45	Kallestrup			
013ec5b20782	Rhesus Minus			
013ed117fb60	Magiel			
013edb86fb88	Libi In Paradize			
013f8afdbe0d	Hifi			
013f973703b5	Barry Leitch			
013ffe145e59	Smirk			
014117738d41	Balrog			
014156a4d880	2-Pac			
014200780bcc	Sledge Hammer			
01422c0ca2c2	Earthling			
014347d44cf2	Kowalsky			
01436f593296	Zipp			
0143c419c49c	Daze			
0143e20d1f69	Hatson			
014401b5f8fb	The Orme			
01445ba03fef	DCEL			
0144d13b68d3	Pink Panther			
0144ecb6e796	Deejay Jones			
0145024b65f5	Reflex			
01451a645771	Andemar			
01452e6388ba	TSC			
014571f27a38	Tuner			
014596ecae32	Lesnik			
0145b6ea5503	Deetsay			
014667a035d8	Tonedeaf			
01466b1d49ed	Sadista			
0146a11af39f	Crazy Q			
0146eab5b4fd	K			
014715c879c1	Chavez			
01483ec968af	DJ Joge			
014851fe4ef4	ToBach			
014b189ff1da	Blz			
014bb765a11f	Indiana			
014c0baa9bcb	V Inc.			
014c2b6f87fe	Don Cato			
014c2cf7ec09	Bass			
014c4d640ac7	DJ Blackbird			
014d2850a684	Jazz			
014dd08e1a9b	Stoney			
014ea8204027	Dreamweaver			
014f16650030	Getafix			
014f3ea5bbb9	Mr. Young			
014f59118745	MM-303			
014fecaac795	Scorpik			
01506bb234ea	Stratos			
0150ae95a23c	Solo			
01516a3037ca	Betrayer			
0151a214d39e	Amgorb			
0151b662c6cb	CPT			
01522b064bd0	Ukulele			
015268786483	Alchemist			
0152b6e45bb8	Payer			
01542b70877e	Rez			
01546a349445	Maze			
01547c6debeb	Kafirun			
0155849135af	Chaser			
0156386a967e	M-Eggs			
01568845a93f	Roberto Ricioppo			
015696f0baf0	Recc			
0156d521e0bd	Mark Salud			
0157ad380c13	Olympian			
0157bacbcffe	Icebeat			
01581dc0d261	Slawomir Mrozek			
0158b486db7a	DAC			
01596cd4f51e	Mem'O'Ree			
0159a5b7d012	Concrete Aesthete			
0159be6b638d	Rage			
015a1da744a8	Dave~Revisq			
015a6aa4a9cf	Jayhawk			
015a7afccc11	Pinion			
015a8af8ba84	Roz			
015a9938e25e	Skylord			
015ada55f5bb	Major Midi			
015b25b37535	Soundwave			
015b25b9413d	JazzCat			
015ba24ff1cc	Teasy			
015c6c1b7ff2	Tenner			
015c72f654ed	Groo			
015c740e6f09	DJ Yng			
015ca82ccb0a	Blaizer			
015cc6eca509	Voicer			
015cea4eb316	Corrosion			
015d0a782703	Ultimate			
015d184df684	Shrine			
015e28433c30	Heatbeat~Major Tom			
015ecd9b43ff	Mr. Zaire			
015ed9ae7287	Florist			
015f044d7061	Ola Zandelin			
01615f32ba7c	Holger K.			
016180b0335f	Razmo			
0161dc816715	Massage			
0161f93ed778	Phreak			
01620a06f087	HyperUnknown			
0162281ef442	DC Clark			
01626557db90	Dreamland Fantasy			
0162b7ccee39	Cartoon			
0162c85e6655	Mortimer Twang			
0163c69b71f7	Stuart Collier			
0163c8a12251	Subi			
0164dc790d36	Linus			
0164e74854f5	Frenzy			
0164f82b012f	Charon			
016502c94ebd	Piper			
01655b6cb40f	Whiskeymusic			
0165a2f2be5a	SML			
01660ba5b012	Mark Salud			
01678c1ac9ec	Supercreep			
0167e9aad5b0	Lateq			
01684a36ed64	SCY			
0168cc551c24	Fudge			
01692d66f9c5	Vivid			
01696761b0dd	James L. Gauthier			
01697317a5fc	Fisherking			
0169866ad410	Anders			
016991e44a86	Filippetto			
